Issue name,Severity,Path,Domain,Project,Branch,Status,Deep link,Related to
" Dereference before null check"," medium"," work/2022-09-27T20.58.28Z-polaris-9210-venus-60/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-mx6qdl-poky-linux-gnueabi/lib-apple-carplay/1.0-r0/git/src/carplay-pulse-audio.cpp"," Static Analysis (SAST)"," lib-apple-carplay"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/6bd435ec-11fc-42e7-8da1-3bab9c152665/branches/43734a7a-550f-4562-acc3-b75bf543f722/revisions/5e08f9ca-297d-4c30-8502-b4eff79d33c3/issues/3258f5f305c03eb2e0f74d76e4750e6e1a90c6d77cc5840e122d3a18f42086b9"," PCI DSS 2018, 2021 CWE Top 25"
" Logically dead code"," medium"," work/2022-09-27T20.58.28Z-polaris-9210-venus-60/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-mx6qdl-poky-linux-gnueabi/lib-apple-carplay/1.0-r0/git/AccessorySDK/External/Ed25519/ed25519.c"," Static Analysis (SAST)"," lib-apple-carplay"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/6bd435ec-11fc-42e7-8da1-3bab9c152665/branches/43734a7a-550f-4562-acc3-b75bf543f722/revisions/5e08f9ca-297d-4c30-8502-b4eff79d33c3/issues/338ef49ba7870fa94a956bf55dfc2234f4cb3ba01b08cac4b7b8bfaab6f5d361"," No Related Standards"
" Recursion in included headers"," low"," work/2022-09-27T20.58.28Z-polaris-9210-venus-60/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-mx6qdl-poky-linux-gnueabi/lib-apple-carplay/1.0-r0/git/AccessorySDK/Support/LogUtils.h"," Static Analysis (SAST)"," lib-apple-carplay"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/6bd435ec-11fc-42e7-8da1-3bab9c152665/branches/43734a7a-550f-4562-acc3-b75bf543f722/revisions/5e08f9ca-297d-4c30-8502-b4eff79d33c3/issues/34a6d7c66f0756b0822cb9745f4c08ba6cce751e4080a5f7a57b218a236a94a5"," No Related Standards"
" Out-of-bounds access"," high"," work/2022-09-27T20.58.28Z-polaris-9210-venus-60/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-mx6qdl-poky-linux-gnueabi/lib-apple-carplay/1.0-r0/git/AccessorySDK/Support/CFUtils.c"," Static Analysis (SAST)"," lib-apple-carplay"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/6bd435ec-11fc-42e7-8da1-3bab9c152665/branches/43734a7a-550f-4562-acc3-b75bf543f722/revisions/5e08f9ca-297d-4c30-8502-b4eff79d33c3/issues/3815a144605a5f55dd059a24ac7e0bc8bf730d3208651276d3a5a70566576a3e"," 2021 OWASP Top 10, PCI DSS 2018, 2021 CWE Top 25"
" Uninitialized pointer field"," medium"," work/2022-09-27T20.58.28Z-polaris-9210-venus-60/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-mx6qdl-poky-linux-gnueabi/lib-apple-carplay/1.0-r0/git/src/carplay-dbus.cpp"," Static Analysis (SAST)"," lib-apple-carplay"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/6bd435ec-11fc-42e7-8da1-3bab9c152665/branches/43734a7a-550f-4562-acc3-b75bf543f722/revisions/5e08f9ca-297d-4c30-8502-b4eff79d33c3/issues/3817dfa9019bee6e77bfd182af8b2559092b5c133e7d40ffcf9ce2a4aa09a436"," No Related Standards"
" Operands don't affect result"," medium"," work/2022-09-27T20.58.28Z-polaris-9210-venus-60/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-mx6qdl-poky-linux-gnueabi/lib-apple-carplay/1.0-r0/git/AccessorySDK/Support/ChaCha20Poly1305.c"," Static Analysis (SAST)"," lib-apple-carplay"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/6bd435ec-11fc-42e7-8da1-3bab9c152665/branches/43734a7a-550f-4562-acc3-b75bf543f722/revisions/5e08f9ca-297d-4c30-8502-b4eff79d33c3/issues/3a0a8243192f17b95ebdfeaa47fd0465718f773e116b694a35dde0b6be688551"," No Related Standards"
" Parse recovery warning"," low"," work/2022-09-27T20.58.28Z-polaris-9210-venus-60/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-mx6qdl-poky-linux-gnueabi/lib-apple-carplay/1.0-r0/recipe-sysroot-native/usr/lib/arm-poky-linux-gnueabi/gcc/arm-poky-linux-gnueabi/10.3.0/include/arm_neon.h"," Static Analysis (SAST)"," lib-apple-carplay"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/6bd435ec-11fc-42e7-8da1-3bab9c152665/branches/43734a7a-550f-4562-acc3-b75bf543f722/revisions/5e08f9ca-297d-4c30-8502-b4eff79d33c3/issues/3b25225c078a673f92618b981985224808170e606de54aea35083edf16d92e89"," No Related Standards"
" Parse recovery warning"," low"," work/2022-09-27T20.58.28Z-polaris-9210-venus-60/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-mx6qdl-poky-linux-gnueabi/lib-apple-carplay/1.0-r0/recipe-sysroot-native/usr/lib/arm-poky-linux-gnueabi/gcc/arm-poky-linux-gnueabi/10.3.0/include/arm_neon.h"," Static Analysis (SAST)"," lib-apple-carplay"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/6bd435ec-11fc-42e7-8da1-3bab9c152665/branches/43734a7a-550f-4562-acc3-b75bf543f722/revisions/72dee757-7a73-41e9-abc7-a695d3a89f7a/issues/3bebb5dc86d4d522d3764a1ffb348edbf22ef7100baf4efd9d8467a6bab9cbbf"," No Related Standards"
" Unchecked return value"," medium"," work/2022-09-27T20.58.28Z-polaris-9210-venus-60/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-mx6qdl-poky-linux-gnueabi/lib-apple-carplay/1.0-r0/git/AccessorySDK/External/SRP/t_math.c"," Static Analysis (SAST)"," lib-apple-carplay"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/6bd435ec-11fc-42e7-8da1-3bab9c152665/branches/43734a7a-550f-4562-acc3-b75bf543f722/revisions/5e08f9ca-297d-4c30-8502-b4eff79d33c3/issues/3c837e06caee9f7c724aac43051579926b9a0babd69703f161bf5bd30b817f85"," 2021 OWASP Top 10, PCI DSS 2018"
" Unchecked return value"," medium"," work/2022-09-27T20.58.28Z-polaris-9210-venus-60/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-mx6qdl-poky-linux-gnueabi/lib-apple-carplay/1.0-r0/git/AccessorySDK/Support/NetUtils.c"," Static Analysis (SAST)"," lib-apple-carplay"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/6bd435ec-11fc-42e7-8da1-3bab9c152665/branches/43734a7a-550f-4562-acc3-b75bf543f722/revisions/5e08f9ca-297d-4c30-8502-b4eff79d33c3/issues/3cee47d2bd0207006a99109fbd3816157d117515a61e8079a3dd94a1b347c59e"," 2021 OWASP Top 10, PCI DSS 2018"
" Uninitialized pointer field"," medium"," work/2022-09-27T20.58.28Z-polaris-9210-venus-60/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-mx6qdl-poky-linux-gnueabi/lib-apple-carplay/1.0-r0/git/src/carplay-service.cpp"," Static Analysis (SAST)"," lib-apple-carplay"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/6bd435ec-11fc-42e7-8da1-3bab9c152665/branches/43734a7a-550f-4562-acc3-b75bf543f722/revisions/5e08f9ca-297d-4c30-8502-b4eff79d33c3/issues/4109d1cae5af3808f61037a39b97816733fe5b5717393d9118b60ced51c6d6f6"," No Related Standards"
" Parse recovery warning"," low"," work/2022-09-27T20.58.28Z-polaris-9210-venus-60/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-mx6qdl-poky-linux-gnueabi/lib-apple-carplay/1.0-r0/recipe-sysroot-native/usr/lib/arm-poky-linux-gnueabi/gcc/arm-poky-linux-gnueabi/10.3.0/include/arm_neon.h"," Static Analysis (SAST)"," lib-apple-carplay"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/6bd435ec-11fc-42e7-8da1-3bab9c152665/branches/43734a7a-550f-4562-acc3-b75bf543f722/revisions/72dee757-7a73-41e9-abc7-a695d3a89f7a/issues/4111b455fa65bafed30211c8f3132acf2bab24df50454c587fa62177fb9876e5"," No Related Standards"
" Bad bit shift operation"," medium"," work/2022-09-27T20.58.28Z-polaris-9210-venus-60/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-mx6qdl-poky-linux-gnueabi/lib-apple-carplay/1.0-r0/git/Sources/AirPlayReceiverSession.c"," Static Analysis (SAST)"," lib-apple-carplay"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/6bd435ec-11fc-42e7-8da1-3bab9c152665/branches/43734a7a-550f-4562-acc3-b75bf543f722/revisions/5e08f9ca-297d-4c30-8502-b4eff79d33c3/issues/4168220982981d8608d0a756ab8303bae7d76c554fbcbfa591e34fcfccfa1721"," No Related Standards"
" Resource leak"," high"," work/2022-09-27T20.58.28Z-polaris-9210-venus-60/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-mx6qdl-poky-linux-gnueabi/lib-apple-carplay/1.0-r0/git/AccessorySDK/Support/CFLite.c"," Static Analysis (SAST)"," lib-apple-carplay"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/6bd435ec-11fc-42e7-8da1-3bab9c152665/branches/43734a7a-550f-4562-acc3-b75bf543f722/revisions/5e08f9ca-297d-4c30-8502-b4eff79d33c3/issues/43ca7c539cf1dc246afdb2e621e7a4078329f0fa437882c0a02c8e0dd7a975f0"," No Related Standards"
" Infinite loop"," medium"," work/2022-09-27T20.58.28Z-polaris-9210-venus-60/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-mx6qdl-poky-linux-gnueabi/lib-apple-carplay/1.0-r0/git/AccessorySDK/Support/DispatchLite.c"," Static Analysis (SAST)"," lib-apple-carplay"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/6bd435ec-11fc-42e7-8da1-3bab9c152665/branches/43734a7a-550f-4562-acc3-b75bf543f722/revisions/5e08f9ca-297d-4c30-8502-b4eff79d33c3/issues/4902f78a3c4bb62b800c29d5fd28d7f4669d29779568bc7286e6f225c5ce2a61"," 2020 CWE On the Cusp"
" Same on both sides"," medium"," work/2022-09-27T20.58.28Z-polaris-9210-venus-60/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-mx6qdl-poky-linux-gnueabi/lib-apple-carplay/1.0-r0/recipe-sysroot/usr/include/bits/stdio2.h"," Static Analysis (SAST)"," lib-apple-carplay"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/6bd435ec-11fc-42e7-8da1-3bab9c152665/branches/43734a7a-550f-4562-acc3-b75bf543f722/revisions/5e08f9ca-297d-4c30-8502-b4eff79d33c3/issues/4adcb8fc1776e84b31ab8931c6652eb3594f4a446ce00bd35ebe1600e920bc9b"," No Related Standards"
" Operands don't affect result"," medium"," work/2022-09-27T20.58.28Z-polaris-9210-venus-60/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-mx6qdl-poky-linux-gnueabi/lib-apple-carplay/1.0-r0/git/AccessorySDK/Support/ChaCha20Poly1305.c"," Static Analysis (SAST)"," lib-apple-carplay"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/6bd435ec-11fc-42e7-8da1-3bab9c152665/branches/43734a7a-550f-4562-acc3-b75bf543f722/revisions/5e08f9ca-297d-4c30-8502-b4eff79d33c3/issues/52a2cb7dda75c5698bdfb91a735c8d981621be1a22b60cc8073eef2e577682cf"," No Related Standards"
" Waiting while holding a lock"," medium"," work/2022-09-27T20.58.28Z-polaris-9210-venus-60/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-mx6qdl-poky-linux-gnueabi/lib-apple-carplay/1.0-r0/git/Sources/AirPlayReceiverSession.c"," Static Analysis (SAST)"," lib-apple-carplay"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/6bd435ec-11fc-42e7-8da1-3bab9c152665/branches/43734a7a-550f-4562-acc3-b75bf543f722/revisions/5e08f9ca-297d-4c30-8502-b4eff79d33c3/issues/55ba30ee560dbefb900df31b9c741733c4ac32ec34dce0eed887a408561f8801"," No Related Standards"
" Parse recovery warning"," low"," work/2022-09-27T20.58.28Z-polaris-9210-venus-60/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-mx6qdl-poky-linux-gnueabi/lib-apple-carplay/1.0-r0/recipe-sysroot-native/usr/lib/arm-poky-linux-gnueabi/gcc/arm-poky-linux-gnueabi/10.3.0/include/arm_neon.h"," Static Analysis (SAST)"," lib-apple-carplay"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/6bd435ec-11fc-42e7-8da1-3bab9c152665/branches/43734a7a-550f-4562-acc3-b75bf543f722/revisions/5e08f9ca-297d-4c30-8502-b4eff79d33c3/issues/55d56ca0ebfb19f586096bad9a2fb34293635e2a09c3b08b5a454a8e9887697e"," No Related Standards"
" Operands don't affect result"," medium"," work/2022-09-27T20.58.28Z-polaris-9210-venus-60/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-mx6qdl-poky-linux-gnueabi/lib-apple-carplay/1.0-r0/git/AccessorySDK/Support/StringUtils.c"," Static Analysis (SAST)"," lib-apple-carplay"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/6bd435ec-11fc-42e7-8da1-3bab9c152665/branches/43734a7a-550f-4562-acc3-b75bf543f722/revisions/5e08f9ca-297d-4c30-8502-b4eff79d33c3/issues/57a1a19f87eb4ff4d0be37037a10a507c4e768b22732a3a48b0f405d5daf056a"," No Related Standards"
" Branch past initialization"," medium"," work/2022-09-27T20.58.28Z-polaris-9210-venus-60/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-mx6qdl-poky-linux-gnueabi/lib-apple-carplay/1.0-r0/git/Sources/CarPlayControlClient.c"," Static Analysis (SAST)"," lib-apple-carplay"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/6bd435ec-11fc-42e7-8da1-3bab9c152665/branches/43734a7a-550f-4562-acc3-b75bf543f722/revisions/5e08f9ca-297d-4c30-8502-b4eff79d33c3/issues/57db040b80c530f55b8c68fba1d8ef2421294f78cbe0cf1271032743d6ccc172"," No Related Standards"
" Logically dead code"," medium"," work/2022-09-27T20.58.28Z-polaris-9210-venus-60/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-mx6qdl-poky-linux-gnueabi/lib-apple-carplay/1.0-r0/git/AccessorySDK/Support/CFLite.c"," Static Analysis (SAST)"," lib-apple-carplay"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/6bd435ec-11fc-42e7-8da1-3bab9c152665/branches/43734a7a-550f-4562-acc3-b75bf543f722/revisions/5e08f9ca-297d-4c30-8502-b4eff79d33c3/issues/57f91ec6f32e5c086ea90b6d54829c87b9d40fb3baf74af1bdca3847e137e0fd"," No Related Standards"
" Logically dead code"," medium"," work/2022-09-27T20.58.28Z-polaris-9210-venus-60/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-mx6qdl-poky-linux-gnueabi/lib-apple-carplay/1.0-r0/git/src/carplay-airplay-interface.cpp"," Static Analysis (SAST)"," lib-apple-carplay"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/6bd435ec-11fc-42e7-8da1-3bab9c152665/branches/43734a7a-550f-4562-acc3-b75bf543f722/revisions/5e08f9ca-297d-4c30-8502-b4eff79d33c3/issues/595497a27f9bf97fc6d765697ce107239e28ad839dad05fb049026c48c50e1a4"," No Related Standards"
" Resource leak"," high"," work/2022-09-27T20.58.28Z-polaris-9210-venus-60/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-mx6qdl-poky-linux-gnueabi/lib-apple-carplay/1.0-r0/git/AccessorySDK/Support/CFLite.c"," Static Analysis (SAST)"," lib-apple-carplay"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/6bd435ec-11fc-42e7-8da1-3bab9c152665/branches/43734a7a-550f-4562-acc3-b75bf543f722/revisions/5e08f9ca-297d-4c30-8502-b4eff79d33c3/issues/5b28633f306add79140f8d5646a06e8c75122e4116fa1fc711e17793bf1822be"," No Related Standards"
" Thread deadlock"," medium"," work/2022-09-27T20.58.28Z-polaris-9210-venus-60/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-mx6qdl-poky-linux-gnueabi/lib-apple-carplay/1.0-r0/git/AccessorySDK/Support/CFLitePreferencesFile.c"," Static Analysis (SAST)"," lib-apple-carplay"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/6bd435ec-11fc-42e7-8da1-3bab9c152665/branches/43734a7a-550f-4562-acc3-b75bf543f722/revisions/5e08f9ca-297d-4c30-8502-b4eff79d33c3/issues/5b566614cb594fd015a2f74eb738724069833839efed564c0cfc301a572a4442"," No Related Standards"
" Resource leak"," high"," work/2022-09-27T20.58.28Z-polaris-9210-venus-60/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-mx6qdl-poky-linux-gnueabi/lib-apple-carplay/1.0-r0/git/AccessorySDK/Support/StringUtils.c"," Static Analysis (SAST)"," lib-apple-carplay"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/6bd435ec-11fc-42e7-8da1-3bab9c152665/branches/43734a7a-550f-4562-acc3-b75bf543f722/revisions/5e08f9ca-297d-4c30-8502-b4eff79d33c3/issues/5c49458b3ade93be97cdfaaff03a6c9880a6b68abf5cc102a270d901f818c68a"," No Related Standards"
" Missing unlock"," medium"," work/2022-09-27T20.58.28Z-polaris-9210-venus-60/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-mx6qdl-poky-linux-gnueabi/lib-apple-carplay/1.0-r0/git/AccessorySDK/Support/DispatchLite.c"," Static Analysis (SAST)"," lib-apple-carplay"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/6bd435ec-11fc-42e7-8da1-3bab9c152665/branches/43734a7a-550f-4562-acc3-b75bf543f722/revisions/5e08f9ca-297d-4c30-8502-b4eff79d33c3/issues/5c66a47ea322cbedd0874e07eed1ed68caf91090b8fd530687468fc659bbf1d4"," No Related Standards"
" Branch past initialization"," medium"," work/2022-09-27T20.58.28Z-polaris-9210-venus-60/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-mx6qdl-poky-linux-gnueabi/lib-apple-carplay/1.0-r0/git/AccessorySDK/Support/HTTPServer.c"," Static Analysis (SAST)"," lib-apple-carplay"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/6bd435ec-11fc-42e7-8da1-3bab9c152665/branches/43734a7a-550f-4562-acc3-b75bf543f722/revisions/5e08f9ca-297d-4c30-8502-b4eff79d33c3/issues/5cd1a6291a1f6925764cc998ba9cff375f2e55b03a6e19054c84de04accfb250"," No Related Standards"
" Resource leak"," high"," work/2022-09-27T20.58.28Z-polaris-9210-venus-60/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-mx6qdl-poky-linux-gnueabi/lib-apple-carplay/1.0-r0/git/AccessorySDK/Support/CFUtils.c"," Static Analysis (SAST)"," lib-apple-carplay"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/6bd435ec-11fc-42e7-8da1-3bab9c152665/branches/43734a7a-550f-4562-acc3-b75bf543f722/revisions/5e08f9ca-297d-4c30-8502-b4eff79d33c3/issues/5d19ed209a06348fe13b44be1f385317d3086fea6c8cfd82e2279e9b0291953b"," No Related Standards"
" Dereference after null check"," medium"," work/2022-09-27T20.58.28Z-polaris-9210-venus-60/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-mx6qdl-poky-linux-gnueabi/lib-apple-carplay/1.0-r0/git/Sources/AirPlayReceiverSession.c"," Static Analysis (SAST)"," lib-apple-carplay"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/6bd435ec-11fc-42e7-8da1-3bab9c152665/branches/43734a7a-550f-4562-acc3-b75bf543f722/revisions/5e08f9ca-297d-4c30-8502-b4eff79d33c3/issues/608dd1f41f3bf5042727f20774d67349c26f150688b4dc05ef7d2e66e5750f25"," PCI DSS 2018, 2021 CWE Top 25"
" Logically dead code"," medium"," work/2022-09-27T20.58.28Z-polaris-9210-venus-60/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-mx6qdl-poky-linux-gnueabi/lib-apple-carplay/1.0-r0/git/Sources/AirPlayReceiverSessionScreen.c"," Static Analysis (SAST)"," lib-apple-carplay"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/6bd435ec-11fc-42e7-8da1-3bab9c152665/branches/43734a7a-550f-4562-acc3-b75bf543f722/revisions/5e08f9ca-297d-4c30-8502-b4eff79d33c3/issues/615fe103f0c9f8f43903200b3932191163e8f672fa5970f4826ed4a92c05d473"," No Related Standards"
" Use of 32-bit time_t"," high"," work/2022-09-27T20.58.28Z-polaris-9210-venus-60/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-mx6qdl-poky-linux-gnueabi/lib-apple-carplay/1.0-r0/git/AccessorySDK/Support/HTTPUtils.h"," Static Analysis (SAST)"," lib-apple-carplay"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/6bd435ec-11fc-42e7-8da1-3bab9c152665/branches/43734a7a-550f-4562-acc3-b75bf543f722/revisions/91db083c-df65-473e-b89c-ad7bf9d5e4e6/issues/6214ed2e0ac1e4f7493650e8928aee6f6c861cbb162875d05bc0fc4cccf440f6"," 2020 CWE On the Cusp"
" Operands don't affect result"," medium"," work/2022-09-27T20.58.28Z-polaris-9210-venus-60/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-mx6qdl-poky-linux-gnueabi/lib-apple-carplay/1.0-r0/git/AccessorySDK/Support/MiscUtils.c"," Static Analysis (SAST)"," lib-apple-carplay"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/6bd435ec-11fc-42e7-8da1-3bab9c152665/branches/43734a7a-550f-4562-acc3-b75bf543f722/revisions/5e08f9ca-297d-4c30-8502-b4eff79d33c3/issues/62686f035e1dc2d42c13639146aa14178f59d1590383c605cfa548f00ab1d88b"," No Related Standards"
" Unintentional integer overflow"," medium"," work/2022-09-27T20.58.28Z-polaris-9210-venus-60/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-mx6qdl-poky-linux-gnueabi/lib-apple-carplay/1.0-r0/git/AccessorySDK/Support/TimeUtils.c"," Static Analysis (SAST)"," lib-apple-carplay"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/6bd435ec-11fc-42e7-8da1-3bab9c152665/branches/43734a7a-550f-4562-acc3-b75bf543f722/revisions/5e08f9ca-297d-4c30-8502-b4eff79d33c3/issues/62c0a06d9bfed409ed5ae12dcf890dab2cffb54da0c29085f78b9ba08e3a634d"," 2021 OWASP Top 10, PCI DSS 2018, 2021 CWE Top 25"
" Missing unlock"," medium"," work/2022-09-27T20.58.28Z-polaris-9210-venus-60/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-mx6qdl-poky-linux-gnueabi/lib-apple-carplay/1.0-r0/git/AccessorySDK/Support/DispatchLite.c"," Static Analysis (SAST)"," lib-apple-carplay"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/6bd435ec-11fc-42e7-8da1-3bab9c152665/branches/43734a7a-550f-4562-acc3-b75bf543f722/revisions/5e08f9ca-297d-4c30-8502-b4eff79d33c3/issues/6367380ac36c52af4e93ab72df688e2dd4fd4eb51a5b85499c2e28a25886fdb5"," No Related Standards"
" Unchecked return value from library"," medium"," work/2022-09-27T20.58.28Z-polaris-9210-venus-60/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-mx6qdl-poky-linux-gnueabi/lib-apple-carplay/1.0-r0/git/AccessorySDK/Support/AsyncConnection.c"," Static Analysis (SAST)"," lib-apple-carplay"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/6bd435ec-11fc-42e7-8da1-3bab9c152665/branches/43734a7a-550f-4562-acc3-b75bf543f722/revisions/5e08f9ca-297d-4c30-8502-b4eff79d33c3/issues/65740551b5bd242d175510a926736269e707acd7425e5e85d798ca43c148751c"," 2021 OWASP Top 10, PCI DSS 2018"
